code,name,city,country,timezone,city_code
CJL,Chitral,Chitral,PK,Asia/Karachi,CJL
CJM,Chumphon Airport,Pathio,TH,Asia/Bangkok,CJM
CJN,Gillespie Field,El Cajon,US,America/Los_Angeles,CJN
CJS,Abraham Gonzalez International Airport,Ciudad Juarez,MX,America/Ojinaga,CJS
CJT,Copalar,La Trinitaria,MX,America/Mexico_City,CJT
CJU,Jeju International Airport,,KR,Asia/Seoul,CJU
CKA,Kegelman Af,Cherokee,US,America/Chicago,CKA
CKB,Benedum Airport,Bridgeport,US,America/New_York,CKB
CKC,Cherkassy,Cherkasy,UA,Europe/Kiev,CKC
CKD,Crooked Creek,,US,America/Anchorage,CKD
CKE,Clear Lake,Clearlake,US,America/Los_Angeles,CKE
CKG,Chongqing Jiangbei International Airport,Shuangfengqiao,CN,Asia/Shanghai,CKG
CKH,Chokurdah Airport,Chokurdakh,RU,Asia/Srednekolymsk,CKH
CKI,Croker Island,,AU,Australia/Darwin,CKI
CKK,Cherokee,Salem,US,America/Chicago,CKK
CKL,Chkalovsky,Bakhchivandzhi,RU,Europe/Moscow,CKL
CKM,Fletcher Field,Clarksdale,US,America/Chicago,CKM
CKN,Municipal,Crookston,US,America/Chicago,CKN
CKO,Cornelio Procopio,Bandeirantes,BR,America/Sao_Paulo,CKO
CKR,Crane Island,,US,America/Los_Angeles,CKR
CKS,Carajas Airport,,BR,America/Belem,CKS
CKT,Sarakhs,Sarakhs,IR,Asia/Tehran,CKT
CKU,City,,US,America/Anchorage,CDV
CKV,Outlaw Field,Oak Grove,US,America/Chicago,CKV
CKW,Christmas Creek Mine,Wilkie,AU,Australia/Perth,CKW
CKX,Chicken,,US,America/Anchorage,CKX
CKY,Conakry Airport,Conakry,GN,Africa/Conakry,CKY
CKZ,Canakkale Airport,Canakkale,TR,Europe/Istanbul,CKZ
CLA,Comilla,Comilla,BD,Asia/Dhaka,CLA
CLC,Metroport,,US,America/Chicago,CLC
CLD,McClellan-Palomar Airport,Lake San Marcos,US,America/Los_Angeles,SAN
CLE,Cleveland Hopkins International Airport,Brook Park,US,America/New_York,CLE
CLG,Coalinga,Coalinga,US,America/Los_Angeles,CLG
CLH,Coolah,Dunedoo,AU,Australia/Sydney,CLH
CLI,Clintonville,Clinton,US,America/Chicago,CLI
CLJ,Avram Iancu Cluj International Airport,Sannicoara,RO,Europe/Bucharest,CLJ
CLK,Municipal,Clinton,US,America/Chicago,CSM
CLL,Easterwood Airport,College Station,US,America/Chicago,CLL
CLM,Fairchild International,Port Angeles,US,America/Los_Angeles,CLM
CLN,Carolina,Carolina,BR,America/Fortaleza,CLN
CLO,Alfonso B. Aragon Airport,Palmira,CO,America/Bogota,CLO
CLP,Clarks Point,,US,America/Anchorage,CLP
CLQ,Colima Airport,Cuauhtemoc,MX,America/Mexico_City,CLQ
CLR,Calipatria,Calipatria,US,America/Los_Angeles,CLR
CLS,Centralia,Chehalis,US,America/Los_Angeles,CLS
CLT,Charlotte Douglas International Airport,,US,America/New_York,CLT
CLU,Columbus Municipal,Columbus,US,America/Indiana/Indianapolis,CLU
CLV,Caldas Novas,Caldas Novas,BR,America/Sao_Paulo,CLV
CLW,Executive,Clearwater,US,America/New_York,CLW
CLX,Clorinda,Asuncion,AR,America/Argentina/Cordoba,CLX
CLY,Sainte Catherine Airport,Calvi,FR,Europe/Paris,CLY
CLZ,Calabozo,Calabozo,VE,America/Caracas,CLZ
CMA,Cunnamulla,,AU,Australia/Brisbane,CMA
CMC,Camocim,Camocim,BR,America/Fortaleza,CMC
CMD,Cootamundra,Cootamundra,AU,Australia/Sydney,CMD
CME,Ciudad Del Carmen Airport,Ciudad del Carmen,MX,America/Merida,CME
CMF,Chambery,Voglans,FR,Europe/Paris,CMF
CMG,Corumba Internacional Airport,,BR,America/Campo_Grande,CMG
CMH,John Glenn Columbus International Airport,Gahanna,US,America/New_York,CMH
CMI,Willard University Airport,Savoy,US,America/Chicago,CMI
CMJ,Chi Mei,,TW,Asia/Taipei,CMJ
CMK,Club Makokola,Monkey Bay,MW,Africa/Blantyre,CMK
CML,Camooweal,,AU,Australia/Brisbane,CML
CMM,Carmelita,,GT,America/Guatemala,CMM
CMN,Mohamed V International Airport,Nouaseur,MA,Africa/Casablanca,CAS
CMO,Obbia,Hobyo,SO,Africa/Mogadishu,CMO
CMP,Campo Alegre,Campo Alegre,BR,America/Belem,CMP
CMQ,Clermont,,AU,Australia/Brisbane,CMQ
CMR,Colmar-houssen,Colmar,FR,Europe/Paris,CMR
CMS,Scusciuban,Iskushuban,SO,Africa/Mogadishu,CMS
CMT,Cameta,Cameta,BR,America/Belem,CMT
CMU,Chimbu,,PG,Pacific/Port_Moresby,CMU
CMV,Coromandel,,NZ,Pacific/Auckland,CMV
CMW,Ign Agramonte International Airport,Camaguey,CU,America/Havana,CMW
CMX,Houghton County Airport,Dollar Bay,US,America/Detroit,CMX
CMY,Fort Mccoy,Sparta,US,America/Chicago,CMY
CMZ,Caia,Nsanje,MZ,Africa/Maputo,CMZ
CNA,Cananea,Cananea,MX,America/Hermosillo,CNA
CNB,Coonamble,Coonamble,AU,Australia/Sydney,CNB
CNC,Coconut Island,,AU,Australia/Brisbane,CNC
CND,Kogalniceanu Airport,Mihail Kogalniceanu,RO,Europe/Bucharest,CND
CNE,Canon City,Canon City,US,America/Denver,CNE
CNF,Tancredo Neves International Airport,Lagoa Santa,BR,America/Sao_Paulo,BHZ
CNG,Parvaud,Chateaubernard,FR,Europe/Paris,CNG
CNH,Municipal,Claremont,US,America/New_York,CNH
CNI,Changhai,Changning,CN,Asia/Shanghai,CNI
CNJ,Cloncurry Airport,,AU,Australia/Brisbane,CNJ
CNK,Blosser Municipal,Concordia,US,America/Chicago,CNK
CNL,Sindal,Sindal,DK,Europe/Copenhagen,CNL
CNM,Cavern City Air Terminal,Carlsbad,US,America/Denver,CNM
CNN,Kannur International Airport,Mattanur,IN,Asia/Kolkata,CNN
CNO,Chino,Chino,US,America/Los_Angeles,CNO
CNP,Neerlerit Inaat Airport,,GL,America/Scoresbysund,CNP
CNQ,Camba Punta Airport,Corrientes,AR,America/Argentina/Cordoba,CNQ
CNR,Chanaral,,CL,America/Santiago,CNR
CNS,Cairns Airport,Cairns,AU,Australia/Brisbane,CNS
CNT,Charata,Charata,AR,America/Argentina/Cordoba,CNT
CNU,Martin Johnson,Chanute,US,America/Chicago,CNU
CNV,Canavieiras,Canavieiras,BR,America/Bahia,CNV
CNW,TSTC Waco Airport,Hillsboro,US,America/Chicago,ACT
CNX,Chiang Mai International Airport,Chiang Mai,TH,Asia/Bangkok,CNX
CNY,Canyonlands Field,Moab,US,America/Denver,CNY
CNZ,Cangamba,Luena,AO,Africa/Luanda,CNZ
COA,Columbia,Columbia,US,America/Los_Angeles,COA
COB,Coolibah,,AU,Australia/Darwin,COB
COC,Concordia,Salto,AR,America/Argentina/Cordoba,COC
COD,Yellowstone Regional Airport,Cody,US,America/Denver,COD
COE,Coeur D'Alene,Coeur d'Alene,US,America/Los_Angeles,COE
COF,Patrick AFB,Rockledge,US,America/New_York,COI
COG,Mandinga,Condoto,CO,America/Bogota,COG
COH,Cooch Behar,Koch Bihar,IN,Asia/Kolkata,COH
COI,Merritt Island,Cocoa Beach,US,America/New_York,COI
COJ,Coonabarabran,Coonabarabran,AU,Australia/Sydney,COJ
COK,Cochin International Airport,Angamali,IN,Asia/Kolkata,COK
COL,Isle Of Coll,,GB,Europe/London,COL
COM,Coleman,Coleman,US,America/Chicago,COM
CON,Concord,Concord,US,America/New_York,CON
COO,Cotonou Airport,Cotonou,BJ,Africa/Porto-Novo,COO
COP,Cooperstown - Westville Airport,Cooperstown,US,America/New_York,COP
COQ,Choibalsan,,MN,Asia/Choibalsan,COQ
COR,Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport,Villa Allende,AR,America/Argentina/Cordoba,COR
COS,Colorado Springs Airport,Security-Widefield,US,America/Denver,COS
COT,Cotulla,Cotulla,US,America/Chicago,COT
COU,Columbia Regional Airport,Ashland,US,America/Chicago,COU
COV,Covilha,Covilha,PT,Europe/Lisbon,COV
COW,Coquimbo,Los Andes,CL,America/Santiago,COW
COX,Congo Town,,BS,America/Nassau,COX
COY,Coolawanyah,,AU,Australia/Perth,COY
COZ,Constanza,Constanza,DO,America/Santo_Domingo,COZ
CPA,A. Tubman,Harper City,LR,Africa/Monrovia,CPA
CPB,Capurgana,,CO,America/Bogota,CPB
CPC,Chapelco Airport,Junin de los Andes,AR,America/Argentina/Salta,CPC
CPD,Coober Pedy Airport,,AU,Australia/Adelaide,CPD
CPE,Campeche International Airport,Campeche,MX,America/Merida,CPE
CPF,Cepu,Cepu,ID,Asia/Jakarta,CPF
CPG,Carmen De Patagones,,AR,America/Argentina/Buenos_Aires,CPG
CPH,Copenhagen Airport,Dragor,DK,Europe/Copenhagen,CPH
CPI,Cape Orford,,PG,Pacific/Port_Moresby,CPI
CPL,Chaparral,Chaparral,CO,America/Bogota,CPL
CPM,Compton,West Rancho Dominguez,US,America/Los_Angeles,CPM
CPN,Cape Rodney,,PG,Pacific/Port_Moresby,CPN
CPO,Chamonate Airport,Copiapo,CL,America/Santiago,CPO
CPP,Coposa Airport,,CL,America/Santiago,CPP
CPQ,International,Campinas,BR,America/Sao_Paulo,CPQ
CPR,Casper/Natrona County International Airport,Mills,US,America/Denver,CPR
CPS,St. Louis Downtown Airport,Cahokia,US,America/Chicago,STL
CPT,Cape Town International Airport,Lansdowne,ZA,Africa/Johannesburg,CPT
CPU,Cururupu,Cururupu,BR,America/Fortaleza,CPU
CPV,Joao Suassuna Airport,Campina Grande,BR,America/Fortaleza,CPV
CPX,Benjamin Rivera Noriega Airport,Culebra,PR,America/Puerto_Rico,CPX
CQA,Canarana Airport,,BR,America/Cuiaba,CQA
CQD,Shahre-kord,Shahrekord,IR,Asia/Tehran,CQD
CQF,Calais,Marck,FR,Europe/Paris,CQF
CQM,Ciudad Real Central,,ES,Europe/Madrid,CQM
CQP,Cape Flattery,Magnetic Island,AU,Australia/Brisbane,CQP
CQS,Costa Marques,,BR,America/Porto_Velho,CQS
CQT,Caquetania,,CO,America/Bogota,CQT
CQW,CHERAW MUNI/LYNCH BELLINGER FLD AIRPORT,,US,America/New_York,CQW
CRA,Craiova Airport,Carcea,RO,Europe/Bucharest,CRA
CRB,Collarenebri,,AU,Australia/Sydney,CRB
CRC,Cartago,Cartago,CO,America/Bogota,CRC
CRD,General E. Mosconi International Airport,Comodoro Rivadavia,AR,America/Argentina/Catamarca,CRD
CRE,Grand Strand Airport,North Myrtle Beach,US,America/New_York,MYR
CRF,Carnot,Carnot,CF,Africa/Bangui,CRF
CRG,Craig Municipal,,US,America/New_York,JAX
CRH,Cherribah,,AU,Australia/Brisbane,CRH
CRI,Crooked Island Airport,,BS,America/Nassau,CRI
CRJ,Coorabie,,AU,Australia/Adelaide,CRJ
CRK,Diosdado Macapagal International (Clark International),Santol,PH,Asia/Manila,CRK
CRL,Charleroi Brussels South Airport,Charleroi,BE,Europe/Brussels,BRU
CRM,National Airport,Bobon,PH,Asia/Manila,CRM
CRO,Corcoran,Corcoran,US,America/Los_Angeles,CRO
CRP,Corpus Christi International Airport,,US,America/Chicago,CRP
CRQ,Caravelas,Nova Vicosa,BR,America/Bahia,CRQ
CRR,Ceres,Hersilia,AR,America/Argentina/Cordoba,CRR
CRS,Corsicana,Corsicana,US,America/Chicago,CRS
CRT,Municipal,Crossett,US,America/Chicago,CRT
CRU,Carriacou Island,,GD,America/Grenada,CRU
CRV,Crotone,Isola di Capo Rizzuto,IT,Europe/Rome,CRV
CRW,Yeager Airport,Charleston,US,America/New_York,CRW
CRX,Roscoe Turner,Corinth,US,America/Chicago,CRX
CRY,Carlton Hill,,AU,Australia/Perth,CRY
CRZ,Turkmenabad,Turkmenabat,TM,Asia/Ashgabat,CRZ
CSA,Isle Of Colonsay,,GB,Europe/London,CSA
CSB,Caransebes,Caransebes,RO,Europe/Bucharest,CSB
CSC,Canas,,CR,America/Costa_Rica,CSC
CSD,Cresswell Downs,,AU,Australia/Darwin,CSD
CSE,Crested Butte,Crested Butte,US,America/Denver,CSE
CSF,Creil,Creil,FR,Europe/Paris,CSF
CSG,Columbus Airport,,US,America/New_York,CSG
CSH,Solovky,Rabocheostrovsk,RU,Europe/Moscow,CSH
CSI,Casino,Casino,AU,Australia/Sydney,CSI
CSJ,Cape St Jacques,Phu Quy,VN,Asia/Ho_Chi_Minh,CSJ
CSK,Cap Skirring,Oussouye,SN,Africa/Dakar,CSK
CSL,O Sullivan Army Air Field,,US,America/Los_Angeles,CSL
CSM,Sherman,Meeker,US,America/Chicago,CSM
CSN,Carson City,Carson City,US,America/Los_Angeles,CSN
CSO,Cochstedt,Cochstedt,DE,Europe/Berlin,CSO
CSP,Cape Spencer C G Heliport,,US,America/Juneau,CSP
CSQ,Municipal,Creston,US,America/Chicago,CSQ
CSR,Casuarito,,CO,America/Bogota,CSR
CSS,Cassilandia,Cassilandia,BR,America/Campo_Grande,CSS
CST,Castaway,Lautoka,FJ,Pacific/Fiji,CST
CSU,Santa Cruz Do Sul,Santa Cruz do Sul,BR,America/Sao_Paulo,CSU
CSV,Memorial,Crossville,US,America/Chicago,CSV
CSW,Colorado do Oeste,,BR,America/Porto_Velho,CSW
CSX,Changsha Huanghua Airport,,CN,Asia/Shanghai,CSX
CSY,Cheboksary Airport,Cheboksary,RU,Europe/Moscow,CSY
CSZ,Brigadier Hector Ruiz,Coronel Suarez,AR,America/Argentina/Buenos_Aires,CSZ
CTA,Catania-Fontanarossa Airport,Catania,IT,Europe/Rome,CTA
CTB,Cut Bank,Cut Bank,US,America/Denver,CTB
CTC,Catamarca Airport,San Fernando del Valle de Catamarca,AR,America/Argentina/Catamarca,CTC
CTD,Chitre,Chitre,PA,America/Panama,CTD
CTE,Carti,,PA,America/Panama,CTE
CTF,Coatepeque Airport,Nuevo Progreso,GT,America/Guatemala,CTF
CTG,Rafael Nunez International Airport,Cartagena,CO,America/Bogota,CTG
CTH,Chestercounty Carlson,Coatesville,US,America/New_York,CTH
CTI,Cuito Cuanavale,,AO,Africa/Luanda,CTI
CTK,Canton,Canton,US,America/Chicago,CTK
CTL,Charleville Airport,,AU,Australia/Brisbane,CTL
CTM,Chetumal Airport,Chetumal,MX,America/Cancun,CTM
CTN,Cooktown Airport,,AU,Australia/Brisbane,CTN
CTO,Peconic River,Bealeton,US,America/New_York,CTO
CTP,Carutapera,Carutapera,BR,America/Fortaleza,CTP
CTQ,Do Palmar,Santa Vitoria,BR,America/Sao_Paulo,CTQ
CTR,Cattle Creek,,AU,Australia/Darwin,CTR
CTS,New Chitose Airport,Chitose,JP,Asia/Tokyo,SPK
CTT,Le Castellet,Le Castellet,FR,Europe/Paris,CTT
CTU,Chengdu Shuangliu International Airport,Dongsheng,CN,Asia/Shanghai,CTU
CTV,Catoca Airport,Saurimo,AO,Africa/Luanda,CTV
CTW,Cottonwood,Cottonwood,US,America/Phoenix,CTW
CTX,Cortland,Cortland,US,America/New_York,CTX
CTY,Cross City,Cross City,US,America/New_York,CTY
CTZ,Sampson County,Clinton,US,America/New_York,CTZ
CUA,Ciudad Constitución Airport,,MX,America/Mazatlan,CUA
CUB,Owens Field,,US,America/New_York,CAE
CUC,Camilo Daza International Airport,Cucuta,CO,America/Bogota,CUC
CUD,Caloundra,Dicky Beach,AU,Australia/Brisbane,CUD
CUE,Mariscal Lamar International Airport,Cuenca,EC,America/Guayaquil,CUE
CUF,Levaldigi Airport,Centallo,IT,Europe/Rome,CUF
CUG,Cudal,,AU,Australia/Sydney,CUG
CUH,Municipal,Cushing,US,America/Chicago,CUH
CUI,Currillo,Mani,CO,America/Bogota,CUI
CUJ,Culion,Bulalacao,PH,Asia/Manila,CUJ
CUK,Caye Caulker,,BZ,America/Belize,CUK
CUL,Culiacan International Airport,El Diez,MX,America/Mazatlan,CUL
CUM,Cumana,Cumana,VE,America/Caracas,CUM
CUN,Cancun International Airport,Alfredo V. Bonfil,MX,America/Cancun,CUN
CUO,Caruru,,CO,America/Bogota,CUO
CUP,Carupano,Carupano,VE,America/Caracas,CUP
CUQ,Coen,,AU,Australia/Brisbane,CUQ
CUR,Curacao International Airport,Sint Michiel Liber,CW,America/Curacao,CUR
CUS,Municipal,Columbus,US,America/Denver,CUS
CUT,Cutral,Plaza Huincul,AR,America/Argentina/Salta,CUT
CUU,Gen Fierro Villalobos Airport,Ninguno [CERESO],MX,America/Chihuahua,CUU
CUV,Casigua,Dabajuro,VE,America/Caracas,CUV
CUW,Cube Cove,,US,America/Juneau,CUW
CUX,Cuddihy Field,,US,America/Chicago,CRP
CUY,Cue,,AU,Australia/Perth,CUY
CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,America/Lima,CUZ
CVA,Civic Ar Heli,,US,America/New_York,PIT
CVB,Chungribu,,PG,Pacific/Port_Moresby,CVB
CVC,Cleve,Cleve,AU,Australia/Adelaide,CVC
CVE,Covenas,San Antero,CO,America/Bogota,CVE
CVF,Courchevel,Courchevel,FR,Europe/Paris,CVF
CVG,Cincinnati/Northern Kentucky Airport,Hebron,US,America/New_York,CVG
CVH,Caviahue,,AR,America/Argentina/Salta,CVH
CVI,Caleta Olivia,Caleta Olivia,AR,America/Argentina/Rio_Gallegos,CVI
CVJ,General Mariano Matamoros Airport,Cuernavaca,MX,America/Mexico_City,CVJ
CVL,Cape Vogel,,PG,Pacific/Port_Moresby,CVL
CVM,Ciudad Victoria Airport,Ciudad Victoria,MX,America/Monterrey,CVM
CVN,Clovis Municipal Airport,Texico,US,America/Denver,CVN
CVO,Albany,Albany,US,America/Los_Angeles,CVO
CVQ,Carnarvon Airport,,AU,Australia/Perth,CVQ
CVR,Hughes,Marina del Rey,US,America/Los_Angeles,CVR
CVS,Cannon AFB,Cannon Air Force Base,US,America/Denver,CVN
CVT,Coventry Airport,Ryton on Dunsmore,GB,Europe/London,CVT
CVU,Corvo Island (Azores) Airport,,PT,Atlantic/Azores,CVU
CWA,Central Wisconsin Airport,Mosinee,US,America/Chicago,AUW
CWB,Afonso Pena International Airport,Sao Jose dos Pinhais,BR,America/Sao_Paulo,CWB
CWC,Chernivtsi International Airport,Chernivtsi,UA,Europe/Kiev,CWC
CWF,Chennault International.,Moss Bluff,US,America/Chicago,LCH
CWG,Callaway Gardens,,US,America/New_York,CWG
CWI,Clinton,Camanche,US,America/Chicago,CWI
CWJ,Cangyuan Washan Airport,Mengdong,CN,Asia/Chongqing,CWJ
CWL,Cardiff Airport,Rhoose,GB,Europe/London,CWL
CWO,Ft Wolter AAF,,US,America/Chicago,MWL
CWP,Campbellpore,Sanjwal,PK,Asia/Karachi,CWP
CWR,Cowarie,,AU,Australia/Adelaide,CWR
CWS,Center Island,,US,America/Los_Angeles,CWS
CWT,Cowra,Cowra,AU,Australia/Sydney,CWT
CWW,Corowa,Corowa,AU,Australia/Sydney,CWW
CWX,Cochise County Airport,Willcox,US,America/Phoenix,CWX
CXA,Caicara Del Orinoco,Maripa,VE,America/Caracas,CXA
CXB,Coxs Bazar Airport,Cox's Bazar,BD,Asia/Dhaka,CXB
CXC,Chitina Airport,,US,America/Anchorage,CXC
CXF,Coldfoot,,US,America/Anchorage,CXF
CXH,Coal Harbour Sea Plane Base,,CA,America/Vancouver,YVR
CXI,Christmas Island Airport,London Village,KI,Pacific/Kiritimati,CXI
CXJ,Hugo Cantergiani Regional Airport,Caxias do Sul,BR,America/Sao_Paulo,CXJ
CXL,International,Calexico,US,America/Los_Angeles,CXL
CXN,Candala,Qandala,SO,Africa/Mogadishu,CXN
CXO,Montgomery Co,Conroe,US,America/Chicago,CXO
CXP,Tunggul Wulung,Karangbadar Kidul,ID,Asia/Jakarta,CXP
CXQ,Christmas Creek,,AU,Australia/Perth,CXQ
CXR,Cam Ranh International Airport,Cam Lam,VN,Asia/Ho_Chi_Minh,NHA
CXT,Charters Towers,,AU,Australia/Brisbane,CXT
CXY,Cat Cays,,BS,America/Nassau,CXY
CYA,Les Cayes,Les Cayes,HT,America/Port-au-Prince,CYA
CYB,Charles Kirkconnel International Airport,,KY,America/Cayman,CYB
CYC,Caye Chapel,Shipyard,BZ,America/Belize,CYC
CYD,San Ignacio Town Airstrip,Benque Viejo del Carmen,BZ,America/Belize,CYD
CYE,Crystal Lake,Georgetown,US,America/New_York,CYE
CYF,Chefornak Sea Plane Base,,US,America/Nome,CYF
CYG,Corryong,,AU,Australia/Melbourne,CYG
CYI,Chiayi Airport,Taibao,TW,Asia/Taipei,CYI
CYL,Coyoles,Manto,HN,America/Tegucigalpa,CYL
CYM,Chatham SPB,,US,America/Sitka,CYM
CYO,Cayo Largo Del Sur Airport,Jaguey Grande,CU,America/Havana,CYO
CYP,Calbayog Airport,Sabang,PH,Asia/Manila,CYP
CYR,Laguna De Los Patos,Tarariras,UY,America/Montevideo,CYR
CYS,Cheyenne,,US,America/Denver,CYS
CYT,Intermediate,,US,America/Anchorage,CYT
CYU,Cuyo,Cuyo,PH,Asia/Manila,CYU
CYW,Celaya,Colonia Fraccionamiento el Puente,MX,America/Mexico_City,CYW
CYX,Cherskiy Airport,Cherskiy,RU,Asia/Srednekolymsk,CYX
CYZ,Cauayan Airport,Cauayan,PH,Asia/Manila,CYZ
CZA,Chichen Itza,Chichen-Itza,MX,America/Merida,CZA
CZB,Carlos Ruhl,Cruz Alta,BR,America/Sao_Paulo,CZB
CZC,Copper Centre,,US,America/Anchorage,CZC
CZE,Coro,Coro,VE,America/Caracas,CZE
CZF,Cape Romanzof,,US,America/Nome,CZF
CZH,Corozal,,BZ,America/Belize,CZH
CZJ,Corazon De Jesus,Palenque,PA,America/Panama,CZJ
CZK,Cascade Locks/Stevens,Cascade Locks,US,America/Los_Angeles,CZK
CZL,Ain El Bey Airport,Constantine,DZ,Africa/Algiers,CZL
CZM,Cozumel Airport,San Miguel de Cozumel,MX,America/Cancun,CZM
CZN,Chisana Field,,US,America/Anchorage,CZN
CZO,Chistochina,,US,America/Anchorage,CZO
CZP,Cape Pole,,US,America/Sitka,CZP
CZS,Campo Internacional Airport,Cruzeiro do Sul,BR,America/Rio_Branco,CZS
CZT,Carrizo Springs,Carrizo Springs,US,America/Chicago,CZT
CZU,Corozal Airport,Morroa,CO,America/Bogota,CZU
CZW,Czestochowa,Czestochowa,PL,Europe/Warsaw,CZW
CZX,Changzhou Airport,Luoxi,CN,Asia/Shanghai,CZX
CZY,Cluny,,AU,Australia/Brisbane,CZY
CZZ,Campo,Springfield,US,America/Los_Angeles,CZZ
DAA,Davison AAF,Appomattox,US,America/New_York,DAA
DAB,Daytona Beach International Airport,Daytona Beach,US,America/New_York,DAB
DAC,Hazrat Shahjalal International Airport,Tungi,BD,Asia/Dhaka,DAC
DAD,Da Nang International Airport,Thanh Khe,VN,Asia/Ho_Chi_Minh,DAD
DAF,Daup,,PG,Pacific/Port_Moresby,DAF
DAG,Barstow-Daggett,Crestline,US,America/Los_Angeles,DAG
DAH,Dathina,Mudiyah,YE,Asia/Aden,DAH
DAJ,Dauan Island,,AU,Australia/Brisbane,DAJ
DAK,Dakhla,,EG,Africa/Cairo,DAK
DAL,Dallas Love Field,University Park,US,America/Chicago,DFW
DAM,Damascus International Airport,Harran al `Awamid,SY,Asia/Damascus,DAM
DAN,Municipal,Danville,US,America/New_York,DAN
DAO,Dabo,,PG,Pacific/Port_Moresby,DAO
DAP,Darchula,Darchula,NP,Asia/Kathmandu,DAP
DAR,Julius Nyerere International Airport,Dar es Salaam,TZ,Africa/Dar_es_Salaam,DAR
DAS,Great Bear Lake,,CA,America/Yellowknife,DAS
DAT,Datong Airport,Beijiazao,CN,Asia/Shanghai,DAT
DAU,Daru Airport,,PG,Pacific/Port_Moresby,DAU
DAV,Enrique Malek Airport,Pedregal,PA,America/Panama,DAV
DAX,Dazhou Heshi Airport,Xiwai,CN,Asia/Shanghai,DAX
DAY,James M. Cox Dayton International Airport,Vandalia,US,America/New_York,DAY
DAZ,Darwaz,Nusay,AF,Asia/Kabul,DAZ
DBA,Dalbandin,Dalbandin,PK,Asia/Karachi,DBA
DBB,Alalamain International,Al `Alamayn,EG,Africa/Cairo,DBB
DBC,Baicheng Chang'an,Deshun,CN,Asia/Harbin,DBC
DBD,Dhanbad,Dhanbad,IN,Asia/Kolkata,DBD
DBK,Dutch Bay SPB Seaplane Base,Puttalam,LK,Asia/Colombo,DBK
DBM,Debra Marcos,Debre Mark'os,ET,Africa/Addis_Ababa,DBM
DBN,Municipal,Dublin,US,America/New_York,DBN
DBO,Dubbo City Regional Airport,Dubbo,AU,Australia/Sydney,DBO
DBP,Debepare,,PG,Pacific/Port_Moresby,DBP
DBQ,Dubuque Municipal Airport,Dubuque,US,America/Chicago,DBQ
DBR,Darbhanga Airport,Darbhanga,IN,Asia/Kolkata,DBR
DBS,Dubois,Dubois,US,America/Boise,DBS
DBT,Debra Tabor,,ET,Africa/Addis_Ababa,DBT
DBU,Dambulu Oya Tank,Dambulla,LK,Asia/Colombo,DBU
DBV,Dubrovnik Airport,Jasenice,HR,Europe/Zagreb,DBV
DBY,Dalby,Dalby,AU,Australia/Brisbane,DBY
DCA,Ronald Reagan National Airport,,US,America/New_York,WAS
DCF,Canefield Airport,,DM,America/Dominica,DOM
DCG,Dubai Creek SPB,,AE,Asia/Dubai,DXB
DCI,Rafsu Decimomannu,Villasor,IT,Europe/Rome,DCI
DCK,Dahl Creek Airport,,US,America/Anchorage,DCK
DCM,Mazamet Airport,Lagarrigue,FR,Europe/Paris,DCM
DCN,RAAF Curtin,,AU,Australia/Perth,DRB
DCP,Cabin Plant Heliport,Fort Nelson,CA,America/Vancouver,DCP
DCR,Decatur Hi-Way,Decatur,US,America/Indiana/Indianapolis,DCR
DCT,Duncan Town,Duncan Town,BS,America/Nassau,DCT
DCU,Pyor,Decatur,US,America/Chicago,DCU
DCY,Daocheng Yading Airport,Sangpi,CN,Asia/Shanghai,DCY
DDC,Dodge City Municipal Airport,Dodge City,US,America/Chicago,DDC
DDD,Dhaalu Airport,Kudahuvadhoo,MV,Indian/Maldives,DDD
DDG,Langtou Airport,,CN,Asia/Shanghai,DDG
DDI,Daydream Island,,AU,Australia/Brisbane,DDI
DDM,Dodoima,,PG,Pacific/Port_Moresby,DDM
DDN,Delta Downs,,AU,Australia/Brisbane,DDN
DDP,Dorado Beach,Levittown,PR,America/Puerto_Rico,DDP
DDR,Shigatse Tingri Airport,Xigaze,CN,Asia/Shanghai,DDR
DDU,Dadu,Dadu,PK,Asia/Karachi,DDU
DEA,Dera Ghazi Khan Airport,,PK,Asia/Karachi,DEA
DEB,Debrecen Airport,Debrecen,HU,Europe/Budapest,DEB
DEC,Decatur Airport,Long Creek,US,America/Chicago,DEC
DED,Dehra Dun Airport,Dehradun,IN,Asia/Kolkata,DED
DEE,Mendeleyevo Airport,Yuzhno-Kurilsk,RU,Asia/Sakhalin,DEE
DEF,Dezful Airport,Andimeshk,IR,Asia/Tehran,DEF
DEH,Municipal,Decorah,US,America/Chicago,DEH
DEI,Denis Island,,SC,Indian/Mahe,DEI
DEL,Indira Gandhi International Airport,Gurgaon,IN,Asia/Kolkata,DEL
DEM,Dembidollo,Dembi Dolo,ET,Africa/Addis_Ababa,DEM
DEN,Denver International Airport,Lochbuie,US,America/Denver,DEN
DEO,Hyatt Regency Heliport,Melvindale,US,America/Detroit,DEO
DEP,Deparizo,,IN,Asia/Kolkata,DEP
DEQ,Deqing Moganshan Airport,Leidian,CN,Asia/Shanghai,DEQ
DER,Derim,,PG,Pacific/Port_Moresby,DER
DES,Desroches,Port Glaud,SC,Indian/Mahe,DES
DET,Detroit City,Hamtramck,US,America/Detroit,DTT
DEX,Nop Goliat Airport,,ID,Asia/Jakarta,DEX
